Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
CIEN;49697;USD;2016;FY;2016-10-31;2016-12-21;138312000;150704000;2600573000;-1438997000;1161576000;-995861000;-482559000;-451794000;-61508000;165715000;-69451000;-69451000;96264000;-9546000;86718000;-14134000;72584000;;72584000;72584000
CIEN;49697;USD;2015;FY;2015-10-31;2015-03-12;118416000;120101000;2445669000;-1370106000;1075563000;-940950000;-457238000;-414201000;-69511000;134613000;-76684000;-76684000;57929000;-34165000;23764000;-12097000;11667000;;11667000;11667000
CIEN;49697;USD;2014;FY;2014-10-31;2014-12-19;105783000;105783000;2288289000;-1339937000;948352000;-902299000;-455149000;-401180000;-45970000;46053000;-72377000;-72377000;-26324000;-349000;-26673000;-13964000;-40637000;;-40637000;-40637000
CIEN;49697;USD;2013;FY;2013-10-31;2013-12-20;102350000;102350000;2082546000;-1217371000;865175000;-859781000;-426602000;-383408000;-49771000;5394000;-49786000;-49786000;-44392000;-35799000;-80191000;-5240000;-85431000;;-85431000;-85431000
CIEN;49697;USD;2012;FY;2012-10-31;2012-12-21;99341000;99341000;1833923000;-1109699000;724224000;-796216000;-380340000;-364179000;-51697000;-71992000;-54853000;-54853000;-126845000;-7854000;-134699000;-9322000;-144021000;;-144021000;-144021000
CIEN;49697;USD;2011;FY;2011-10-31;2011-12-22;95854000;95854000;1741970000;-1032824000;709146000;-827759000;-378232000;-379862000;-69665000;-118613000;-31904000;-31904000;-150517000;-37331000;-187848000;-7673000;-195521000;;-195521000;-195521000
CIEN;49697;USD;2010;FY;2010-10-31;2010-12-22;93103000;93103000;1236636000;-739135000;497501000;-723234000;-296207000;-327626000;-99401000;-225733000;-14702000;-14702000;-240435000;-91138000;-331573000;-1941000;-333514000;;-333514000;-333514000
CIEN;49697;USD;2009;FY;2009-10-31;2010-09-08;91167000;91167000;652629000;-367799000;284830000;-397181000;-182036000;-190319000;-24826000;-112351000;2081000;2081000;-110270000;-472208000;-582478000;1324000;-581154000;;-581154000;-581154000
CIEN;49697;USD;2018;FY;2018-10-31;2018-12-21;143738000;143738000;3094286000;-1779596000;1314690000;-1061494000;-554193000;-491564000;-15737000;253196000;-67278000;-67278000;185918000;-37137000;148781000;-493471000;-344690000;;-344690000;-344690000
VRA;49797;USD;2016;FY;2017-01-31;2016-03-29;38795000;38861000;502598000;-221409000;281189000;-234467000;-236836000;;;46722000;-263000;-263000;46459000;;46459000;-18901000;27558000;0;27558000;27558000
VRA;49797;USD;2015;FY;2016-01-31;2015-03-31;40568000;40632000;508990000;-239981000;269009000;-204939000;-208675000;;;64070000;-407000;-407000;63663000;;63663000;-22828000;40835000;-2386000;38449000;38449000
VRA;49797;USD;2014;FY;2015-01-31;2014-04-02;40599000;40648000;530896000;-238684000;292212000;-196455000;-201231000;;;95757000;-571000;-571000;95186000;;95186000;-35057000;60129000;-1317000;58812000;58812000
VRA;49797;USD;2013;FY;2014-01-31;2013-04-03;40536000;40571000;535667000;-231135000;304532000;-190862000;-197139000;;;113670000;-679000;-679000;112991000;;112991000;-40597000;72394000;-3524000;68870000;68870000
VRA;49797;USD;2012;FY;2013-01-31;2012-03-27;40507000;40542000;460843000;-203220000;257623000;-161452000;-169427000;;;96171000;-1147000;-1147000;95024000;;95024000;-37103000;57921000;;57921000;57921000
VRA;49797;USD;2011;FY;2012-01-31;2011-09-13;36813000;36851000;366057000;-156910000;209147000;-155828000;-163053000;;;53319000;-1625000;-1625000;51694000;;51694000;-5496000;46198000;;46198000;46198000
VRA;49797;USD;2017;FY;2018-01-31;2018-04-03;35925000;36026000;454648000;-200639000;254009000;-239028000;-239810000;;;14981000;413000;413000;15394000;;15394000;-8378000;7016000;;7016000;7016000
VRA;49797;USD;2018;FY;2019-01-31;2019-04-02;35222000;35467000;416097000;-177510000;238587000;-211486000;-211984000;;;27101000;1125000;1125000;28226000;;28226000;-7469000;20757000;;20757000;20757000
NMBL;50051;USD;2016;FY;2017-01-31;2017-03-24;85541000;85541000;402597000;-145653000;256944000;-413561000;-297339000;-116222000;;-156617000;-355000;274000;-156972000;;-156972000;-1343000;-158315000;;-158315000;-158315000
NMBL;50051;USD;2015;FY;2016-01-31;2016-03-31;78932000;78932000;322215000;-112635000;209580000;-328216000;-234226000;-93990000;;-118636000;-416000;240000;-119052000;;-119052000;-1017000;-120069000;;-120069000;-120069000
NMBL;50051;USD;2014;FY;2015-01-31;2015-04-02;72304000;72304000;227673000;-78953000;148720000;-244797000;-174459000;-70338000;;-96077000;-1932000;139000;-98009000;;-98009000;-837000;-98846000;;-98846000;-98846000
NMBL;50051;USD;2013;FY;2014-01-31;2014-06-12;26772000;26772000;125733000;-44211000;81522000;-124091000;-88844000;-35247000;;-42569000;-129000;21000;-42698000;;-42698000;-425000;-43123000;;-43123000;-43159000
AMBA;50129;USD;2016;FY;2017-01-31;2016-03-25;31633936;33755709;310297000;-105283000;205014000;-144651000;-43446000;-101205000;;60363000;518000;;60881000;;60881000;-3071000;57810000;;57810000;57810000
AMBA;50129;USD;2015;FY;2016-01-31;2015-03-30;29742653;32278127;316373000;-111029000;205344000;-120665000;-37738000;-82927000;;84679000;530000;;85209000;;85209000;-8701000;76508000;;76508000;76508000
AMBA;50129;USD;2014;FY;2015-01-31;2014-04-04;27680778;30172563;218278000;-79142000;139136000;-87275000;-29297000;-57978000;;51861000;175000;;52036000;;52036000;-1465000;50571000;;50571000;50571000
AMBA;50129;USD;2013;FY;2014-01-31;2013-04-04;13511646;15016986;121066000;-40405000;80661000;-60755000;-17926000;-42829000;;19906000;136000;;20042000;;20042000;-1854000;18188000;;18188000;18188000
AMBA;50129;USD;2012;FY;2013-01-31;2012-12-17;7961944;9469820;97257000;-32458000;64799000;-53544000;-15926000;-37618000;;11255000;-90000;;11165000;;11165000;-1344000;9821000;;9821000;9821000
AMBA;50129;USD;2017;FY;2018-01-31;2018-03-30;33224803;34583150;295402000;-107669000;187733000;-163302000;-47792000;-115510000;;24431000;1298000;;25729000;;25729000;-6877000;18852000;;18852000;18852000
AMBA;50129;USD;2018;FY;2019-01-31;2019-03-29;32713606;32713606;227768000;-89624000;138144000;-178564000;-50480000;-128084000;;-40420000;5868000;;-34552000;;-34552000;4105000;-30447000;;-30447000;-30447000
DLTH;50213;USD;2016;FY;2016-12-31;2016-04-08;;;376116000;-161970000;214146000;-179145000;-179145000;;;35001000;53000;-194000;35054000;;35054000;-13525000;21529000;;21315000;21315000
DLTH;50213;USD;2015;FY;2015-12-31;2016-04-08;25250000;25978000;304157000;-130636000;173521000;-144371000;-144371000;;;29150000;-125000;-306000;29025000;;29025000;-1339000;27686000;;27439000;27439000
DLTH;50213;USD;2017;FY;2017-12-31;2016-12-09;;;471447000;-210428000;261019000;-223947000;-223947000;;;37072000;-1567000;-1988000;35505000;;35505000;-11878000;23627000;;23351000;23351000
DLTH;50213;USD;2018;FY;2018-12-31;2019-04-19;;;568102000;-257700000;310402000;-273221000;-273221000;;;37181000;-5566000;-5949000;31615000;;31615000;-8450000;23165000;;23156000;23156000
ENZ;50379;USD;2018;FY;2018-07-31;2018-10-15;46972000;46972000;104713000;-60385000;44328000;-51365000;-44465000;-3210000;;-7037000;1021000;853000;-6016000;-5402000;-11418000;1097000;-10321000;;-10321000;-10321000
ENZ;50379;USD;2017;FY;2017-07-31;2017-09-27;46350000;46350000;107804000;-59478000;48326000;-49795000;-44092000;-2928000;;-1469000;509000;384000;-960000;-1544000;-2504000;;-2504000;;-2504000;-2504000
ENZ;50379;USD;2016;FY;2016-07-31;2016-10-13;46153000;46602000;102773000;-57190000;45583000;-49601000;-43741000;-3524000;;-4018000;-14000;-136000;-4032000;50392000;46360000;-1074000;45286000;;45286000;45286000
ENZ;50379;USD;2015;FY;2015-07-31;2015-10-13;45355000;45355000;97599000;-54772000;42827000;-46703000;-41069000;-3350000;;-3876000;-150000;-245000;-4026000;1734000;-2292000;7000;-2285000;;-2285000;-2285000
ENZ;50379;USD;2014;FY;2014-07-31;2014-10-09;42561000;42561000;95947000;-54268000;41679000;-48005000;-41801000;-3141000;;-6326000;-14000;-208000;-6340000;-3565000;-9905000;-72000;-9977000;;-9977000;-9977000
ENZ;50379;USD;2013;FY;2013-07-31;2012-10-15;39607000;39607000;93707000;-54835000;38872000;-52039000;-43654000;-3889000;;-13167000;-49000;-54000;-13216000;-5733000;-18949000;712000;-18237000;;-18237000;-18237000
ENZ;50379;USD;2012;FY;2012-07-31;2012-10-15;38798000;38798000;103083000;-55973000;47110000;-59325000;-47928000;-6293000;;-12215000;98000;21000;-12117000;-28804000;-40921000;1652000;-39269000;;-39269000;-39269000
ENZ;50379;USD;2011;FY;2011-07-31;2011-12-12;38357000;38357000;102029000;-53819000;48210000;-57428000;-45191000;-7806000;;-9218000;56000;11000;-9162000;-3661000;-12823000;-137000;-12960000;;-12960000;-12960000
ENZ;50379;USD;2019;FY;2019-07-31;2019-10-15;47351000;47476000;81170000;-57922000;23248000;-47440000;-44265000;-3175000;;-24192000;1438000;1056000;-22754000;25243000;2489000;;2489000;;2489000;2489000
MIK;50465;USD;2016;FY;2017-01-31;2017-03-07;204735000;206354000;5197292000;-3169476000;2027816000;-1312536000;-1308052000;;;715280000;-126215000;-126270000;589065000;-7292000;581773000;-203614000;378159000;;378159000;378159000
MIK;50465;USD;2015;FY;2016-01-31;2016-03-17;206845000;209346000;4912782000;-2944431000;1968351000;-1247747000;-1242961000;;;720604000;-139999000;-139405000;580605000;-8485000;572120000;-209208000;362912000;;362912000;362912000
MIK;50465;USD;2014;FY;2015-01-31;2015-03-19;203229000;207101000;4738144000;-2836965000;1901179000;-1238968000;-1233901000;;;662211000;-201183000;-198409000;461028000;-109994000;351034000;-133639000;217395000;;217395000;217395000
MIK;50465;USD;2013;FY;2014-01-31;2014-08-29;174797000;178628000;4569792000;-2747630000;1822162000;-1198065000;-1193282000;;;624097000;-216647000;-214497000;407450000;-28115000;379335000;-135905000;243430000;;243430000;243430000
MIK;50465;USD;2017;FY;2018-01-31;2018-03-22;184281000;185566000;5361960000;-3233171000;2128789000;-1393399000;-1390400000;;;735390000;-129649000;-129116000;605741000;;605741000;-215243000;390498000;;390498000;390498000
MIK;50465;USD;2018;FY;2019-01-31;2019-03-19;170610000;171378000;5271944000;-3248276000;2023668000;-1355818000;-1351401000;;;667850000;-144723000;-147085000;523127000;-106073000;417054000;-97509000;319545000;;319545000;319545000
DCI;50564;USD;2016;FY;2016-07-31;2016-09-23;133800000;134800000;2220300000;-1465500000;754800000;-480600000;-425100000;-55500000;;274200000;-16800000;-20700000;257400000;;257400000;-66600000;190800000;;190800000;190800000
DCI;50564;USD;2015;FY;2015-07-31;2015-11-10;137750158;139381940;2371200000;-1562600000;808600000;-520300000;-460100000;-60200000;;288300000;300000;-15200000;288600000;;288600000;-80500000;208100000;;208100000;208100000
DCI;50564;USD;2014;FY;2014-07-31;2014-09-26;145594300;147641113;2473500000;-1595700000;877800000;-522100000;-460300000;-61800000;;355700000;5000000;-10200000;360700000;;360700000;-100500000;260200000;;260200000;260200000
DCI;50564;USD;2013;FY;2013-07-31;2013-09-27;148273904;150455193;2436948000;-1589821000;847127000;-503798000;-441168000;-62630000;;343329000;4852000;-10910000;348181000;;348181000;-100804000;247377000;;247377000;247377000
DCI;50564;USD;2012;FY;2012-07-31;2012-09-28;150286403;152940605;2493248000;-1619485000;873763000;-510747000;-451158000;-59589000;;363016000;7764000;-11489000;370780000;;370780000;-106479000;264301000;;264301000;264301000
DCI;50564;USD;2011;FY;2011-07-31;2011-09-23;154392740;157196918;2294029000;-1480233000;813796000;-498513000;-443227000;-55286000;;315283000;-3020000;-12525000;312263000;;312263000;-86972000;225291000;;225291000;225291000
DCI;50564;USD;2010;FY;2010-07-31;2010-12-08;155697056;158355544;1877064000;-1218316000;658748000;-420504000;-376018000;-44486000;;238244000;-8068000;-11975000;230176000;;230176000;-64013000;166163000;;166163000;166163000
DCI;50564;USD;2017;FY;2017-07-31;2017-09-22;132600000;134100000;2371900000;-1548800000;823100000;-494500000;-439800000;-54700000;;328600000;-6600000;-19500000;322000000;;322000000;-89200000;232800000;;232800000;232800000
DCI;50564;USD;2018;FY;2018-07-31;2018-10-01;130300000;132200000;2734200000;-1798700000;935500000;-555500000;-495600000;-59900000;;380000000;-16400000;-21300000;363600000;;363600000;-183300000;180300000;;180300000;180300000
DCI;50564;USD;2019;FY;2019-07-31;2019-09-27;128300000;130300000;2844900000;-1896600000;948300000;-560100000;-497800000;-62300000;;388200000;-13000000;-19900000;375200000;;375200000;-108000000;267200000;;267200000;267200000
ARRY;50863;USD;2018;FY;2018-06-30;2018-08-14;198490000;198490000;173768000;-59374000;114394000;-244321000;-58500000;-185821000;;-129927000;-6344000;-6344000;-136271000;-8775000;-145046000;-2300000;-147346000;;-147346000;-147346000
ARRY;50863;USD;2017;FY;2017-06-30;2017-08-11;163207000;163207000;150852000;-35395000;115457000;-217535000;-39336000;-178199000;;-102078000;-11537000;-11537000;-113615000;-3203000;-116818000;0;-116818000;;-116818000;-116818000
ARRY;50863;USD;2016;FY;2016-06-30;2016-08-19;142964000;142964000;137879000;-23166000;114713000;-196922000;-36267000;-160655000;;-82209000;-10631000;-10631000;-92840000;0;-92840000;0;-92840000;;-92840000;-92840000
ARRY;50863;USD;2015;FY;2015-06-30;2015-08-21;136679000;141692000;51909000;-44392000;7517000;-85875000;-31433000;-54442000;;-78358000;-10179000;-10179000;-88537000;97906000;9369000;;9369000;;9369000;9369000
ARRY;50863;USD;2014;FY;2014-06-30;2014-08-15;123403000;123403000;42078000;-45965000;-3887000;-71731000;-21907000;-49824000;;-75618000;-9639000;-9639000;-85257000;0;-85257000;;-85257000;;-85257000;-85257000
ARRY;50863;USD;2013;FY;2013-06-30;2013-08-12;107794000;107794000;69580000;-30078000;39502000;-79044000;-19624000;-59420000;;-39542000;-11203000;-11203000;-50745000;-11197000;-61942000;;-61942000;;-61942000;-61942000
ARRY;50863;USD;2012;FY;2012-06-30;2012-08-16;70619000;70619000;85135000;-24261000;60874000;-71921000;-15202000;-56719000;;-11047000;-11592000;-11592000;-22639000;-942000;-23581000;;-23581000;;-23581000;-23581000
ARRY;50863;USD;2011;FY;2011-06-30;2011-11-03;55447000;55447000;71901000;-28916000;42985000;-79759000;-16261000;-63498000;;-36774000;-15101000;-15101000;-51875000;-4449000;-56324000;;-56324000;;-56324000;-56324000
EXPR;50957;USD;2016;FY;2017-02-28;2017-03-24;78669000;79049000;2192547000;-1529343000;663204000;-559603000;-559541000;;;103601000;-12984000;-13468000;90617000;;90617000;-33200000;57417000;;57417000;57417000
EXPR;50957;USD;2015;FY;2016-02-29;2016-03-30;83980000;84591000;2350129000;-1554852000;795277000;-588039000;-587747000;;;207238000;-16554000;-15882000;190684000;;190684000;-74171000;116513000;;116513000;116513000
EXPR;50957;USD;2014;FY;2015-02-28;2015-03-27;84144000;84554000;2165481000;-1504527000;660954000;-524357000;-524041000;;;136597000;-25041000;-23896000;111556000;;111556000;-43231000;68325000;;68325000;68325000
EXPR;50957;USD;2013;FY;2014-02-28;2014-04-01;84466000;85068000;2219125000;-1501418000;717707000;-503448000;-504277000;;;214259000;-21093000;-19522000;193166000;;193166000;-76627000;116539000;;116539000;116539000
EXPR;50957;USD;2012;FY;2013-02-28;2013-04-02;86852000;87206000;2157227000;-1414588000;742639000;-491076000;-491599000;;;251563000;-19592000;-19552000;231971000;;231971000;-92704000;139267000;;139267000;139267000
EXPR;50957;USD;2011;FY;2012-02-29;2012-03-23;88596000;88896000;2080459000;-1325998000;754461000;-483515000;-483823000;;;270946000;-35381000;-35792000;235565000;;235565000;-94868000;140697000;;140697000;140697000
EXPR;50957;USD;2010;FY;2011-02-28;2011-09-02;85369000;86050000;1905814000;-1227490000;678324000;-479073000;-461073000;;;199251000;-57509000;-59477000;141742000;;141742000;-14354000;127388000;;127388000;127388000
EXPR;50957;USD;2017;FY;2018-02-28;2018-04-04;78592000;78870000;2138030000;-1522797000;615233000;-562624000;-562088000;;;52609000;-1705000;-2242000;50904000;-22869000;28035000;-8669000;19366000;;19366000;19366000
EXPR;50957;USD;2018;FY;2019-02-28;2019-03-19;72518000;73239000;2116344000;-1501433000;614911000;-586530000;-587348000;;;28381000;-7925000;-25000;20456000;-166000;20290000;-10660000;9630000;;9630000;9630000
SPLK;51255;USD;2016;FY;2017-01-31;2016-03-30;126746000;126746000;668435000;-114122000;554313000;-842236000;-626927000;-215309000;;-287923000;1279000;1798000;-286644000;;-286644000;7872000;-278772000;;-278772000;-278772000
SPLK;51255;USD;2015;FY;2016-01-31;2015-03-31;119775000;119775000;450875000;-68378000;382497000;-598307000;-447517000;-150790000;;-215810000;970000;754000;-214840000;;-214840000;-2276000;-217116000;;-217116000;-217116000
SPLK;51255;USD;2017;FY;2018-01-31;2016-12-09;133910000;139866000;1270788000;-256409000;1014379000;-1268674000;-967560000;-301114000;;-254295000;-3451000;149000;-257746000;;-257746000;-1357000;-259103000;;-259103000;-259103000
SPLK;51255;USD;2018;FY;2019-01-31;2019-03-27;145707000;145707000;1803010000;-344676000;1458334000;-1709507000;-1267538000;-441969000;;-251173000;-12018000;-10505000;-263191000;;-263191000;-12386000;-275577000;;-275577000;-275577000
KMG;51451;USD;2017;FY;2017-07-31;2017-10-16;11885000;12286000;333442000;-203304000;130138000;-92785000;-92785000;;;37353000;-4538000;-4817000;32815000;-373000;32442000;-8809000;23633000;;23633000;23633000
KMG;51451;USD;2016;FY;2016-07-31;2016-10-14;11719000;11926000;297978000;-182470000;115508000;-86178000;-86178000;;;29330000;-1167000;-799000;28163000;67000;28230000;-9555000;18675000;;18675000;18675000
KMG;51451;USD;2015;FY;2015-07-31;2015-11-27;11673000;11779000;320498000;-211021000;109477000;-85984000;-85984000;;;23493000;-3153000;-1407000;20340000;-1456000;18884000;-6746000;12138000;;12138000;12138000
KMG;51451;USD;2014;FY;2014-07-31;2014-10-28;11615000;11615000;353406000;-249907000;103499000;-88672000;-88672000;;;14827000;-3685000;-2854000;11142000;-10876000;266000;-1254000;-988000;;-988000;-988000
KMG;51451;USD;2013;FY;2013-07-31;2013-10-30;11487000;11578000;263311000;-186841000;76470000;-59290000;-59290000;;;17180000;-1979000;-1771000;15201000;;15201000;-5715000;9486000;-138000;9348000;9348000
KMG;51451;USD;2012;FY;2012-07-31;2012-11-09;11363000;11528000;272700000;-195635000;77065000;-51628000;-51628000;;;25437000;-2368000;-2099000;23069000;;23069000;-8754000;14315000;-490000;13825000;13825000
KMG;51451;USD;2011;FY;2011-07-31;2011-12-12;11309000;11489000;255596000;-187536000;68060000;-51038000;-51038000;;;17022000;-2543000;-2335000;14479000;;14479000;-5061000;9418000;311000;9729000;9729000
KMG;51451;USD;2018;FY;2018-07-31;2018-10-01;14708000;15111000;465556000;-267895000;197661000;-109462000;-94339000;;-15123000;88199000;-22592000;-21529000;65607000;-1208000;64399000;442000;64841000;;64841000;64841000
