Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
SCVL;201975;USD;2010;FY;2011-01-31;2011-09-07;19085;19587;26821000;13735000;8207000;-19340000;;;;;29423000;-14100000;;;-14000000;0;;738000;602000;16025000
SCVL;201975;USD;2018;FY;2019-01-31;2019-04-02;15111000;15499000;38135000;21843000;-558000;14721000;;;;;74141000;-7413000;;;-4415000;-4763000;0;-45869000;-50959000;18767000
SIGM;202034;USD;2016;FY;2017-01-31;2017-03-30;37429000;37429000;-18315000;20739000;9409000;-115000;;;;;11718000;-18991000;3584000;;-11513000;;;3489000;2854000;2635000
SIGM;202034;USD;2015;FY;2016-01-31;2016-04-04;35890000;36669000;158000;21972000;6390000;-27738000;;;;;782000;-14055000;2083000;;-23713000;;;3781000;3562000;-19712000
SIGM;202034;USD;2014;FY;2015-01-31;2015-04-15;34693000;34693000;-21701000;21708000;15742000;-73000;;;;;15676000;-12334000;12524000;;1795000;;;2314000;2083000;19176000
SIGM;202034;USD;2013;FY;2014-01-31;2014-04-17;34206000;34206000;-11049000;20154000;12477000;-148000;;;;;21434000;-21857000;8159000;;-9140000;;;365000;1047000;13108000
SIGM;202034;USD;2012;FY;2013-01-31;2013-04-12;33205000;33205000;-101768000;23870000;41141000;22112000;;;;;-14645000;-17629000;72689000;;17100000;;;4574000;4229000;6935000
SIGM;202034;USD;2011;FY;2012-01-31;2012-03-29;32036000;32036000;-168045000;28952000;121661000;5286000;;;;;-12146000;-16739000;-1699000;;-23441000;;;5377000;7315000;-28449000
SIGM;202034;USD;2010;FY;2011-01-31;2011-09-08;31245000;31732000;9147000;27680000;13995000;-8950000;;;;;41872000;-15803000;-42510000;;-58429000;;;5243000;7563000;-9215000
SIGM;202034;USD;2017;FY;2018-01-31;2018-04-24;38527000;38527000;-120041000;13699000;60177000;25773000;;;;;-20392000;-19308000;4787000;;-9853000;;;4811000;4398000;-25798000
STRT;202406;USD;2016;FY;2016-07-31;2016-09-08;3559000;3621000;14122000;10121000;5485000;-21510000;;;;;8218000;-23420000;;;-25265000;-1865000;10000000;473000;7210000;-10218000
STRT;202406;USD;2015;FY;2015-07-31;2015-09-04;3515000;3604000;24551000;8815000;-3833000;1926000;;;;;31459000;-26096000;;;-30795000;-1711000;7500000;553000;5827000;5939000
STRT;202406;USD;2014;FY;2014-07-31;2014-09-05;3428000;3513000;19140000;8267000;1940000;-17828000;;;;;11519000;-12741000;;;-13026000;-1542000;250000;2742000;961000;-551000
STRT;202406;USD;2013;FY;2013-07-31;2013-09-09;3327000;3379000;11513000;7490000;7405000;-10743000;;;;;15665000;-12424000;;;-13389000;-1352000;2250000;823000;660000;2820000
STRT;202406;USD;2012;FY;2012-07-31;2012-09-06;3300000;3330000;12253000;6809000;1367000;-3188000;;;;;17241000;-13539000;;;-13739000;-1341000;-1850000;82000;-3505000;237000
STRT;202406;USD;2011;FY;2011-07-31;2011-11-10;3285000;3323000;7590000;6619000;-199000;-5639000;;;;;8371000;-9420000;;;-7792000;-3989000;-1150000;90000;-5037000;-4617000
STRT;202406;USD;2017;FY;2017-07-31;2017-09-07;3588000;3670000;12110000;11418000;-555000;169000;;;;;23142000;-37008000;;;-39538000;-2012000;10000000;241000;9226000;-7116000
STRT;202406;USD;2018;FY;2018-07-31;2018-09-06;3628000;3703000;15628000;14585000;-1816000;-21457000;;;;;6940000;-24093000;;;-23918000;-2034000;21000000;242000;16391000;-271000
SHLO;202591;USD;2015;FY;2015-10-31;2016-01-14;17287000;17310000;8264000;34213000;5288000;-44264000;;;;;3501000;-28024000;0;195000;-27829000;0;31490000;159000;26120000;1086000
SHLO;202591;USD;2014;FY;2014-10-31;2015-01-13;17145000;17215000;22444000;27893000;-2968000;-17786000;;;;;29583000;-34396000;-1033000;-124544000;-159973000;0;142241000;1061000;142526000;11616000
SHLO;202591;USD;2013;FY;2013-10-31;2013-03-01;16982000;17030000;21570000;20878000;1454000;-5089000;;;;;38813000;-26923000;0;-104470000;-131393000;-4246000;98711000;302000;92804000;224000
SHLO;202591;USD;2012;FY;2012-10-31;2012-12-21;16813000;16904000;13526000;18793000;2048000;-8843000;;;;;25524000;-12725000;;0;-12725000;-8422000;-4550000;417000;-12645000;154000
SHLO;202591;USD;2011;FY;2011-10-31;2011-12-21;16716000;16859000;7845000;22367000;3307000;-13228000;;;;;20291000;-18204000;;;-18204000;-2004000;-1200000;573000;-2101000;-14000
SHLO;202591;USD;2010;FY;2010-10-31;2011-08-26;16532000;16678000;3861000;26220000;2847000;-3745000;;;;;29183000;-3785000;;;-3785000;0;-24801000;193000;-25491000;-93000
SHLO;202591;USD;2017;FY;2017-10-31;2018-01-05;19233000;19233000;-697000;41648000;15933000;19431000;;;;;76315000;-40790000;;0;-39620000;;-76049000;40305000;-37523000;40000
SHLO;202591;USD;2016;FY;2016-10-31;2017-01-17;17513000;17526000;3669000;37645000;2849000;25198000;;;;;69361000;-26816000;;0;-28316000;;-41761000;0;-43546000;-4404000
SHLO;202591;USD;2018;FY;2018-10-31;2018-12-20;23229000;23369000;11479000;45728000;-5115000;1134000;;;;;53226000;-46543000;;-62514000;-109057000;;63732000;73000;63700000;8107000
FRAN;202677;USD;2017;FY;2018-01-31;2018-03-28;3012794;3023790;15561000;21202000;9770000;-21708000;;;;;24825000;-26778000;;;-26778000;;;-19764000;-19918000;-21871000
FRAN;202677;USD;2016;FY;2017-01-31;2017-03-22;3201136;3211298;42001000;19337000;-3636000;14469000;;;;;72171000;-21852000;;;-21844000;;;-53341000;-53349000;-3022000
FRAN;202677;USD;2015;FY;2016-01-31;2016-03-25;3499683;3508346;38152000;16816000;992000;6907000;;;;;62867000;-24276000;;;-24264000;;;-21686000;-21450000;17153000
FRAN;202677;USD;2014;FY;2015-01-31;2015-03-27;3520175;3530254;32108000;13151000;3838000;5347000;;;;;54444000;-24255000;;;-24242000;;-25000000;-3938000;-28629000;1573000
FRAN;202677;USD;2013;FY;2014-01-31;2014-03-28;3612888;3675446;44839000;10054000;-2458000;-3157000;;;;;49278000;-24633000;;;-24535000;;25000000;-45312000;-17122000;7621000
FRAN;202677;USD;2012;FY;2013-01-31;2013-03-22;3643875;3732423;47061000;7151000;-769000;3556000;;;;;56999000;-23663000;;;-23663000;;-22000000;2199000;-17505000;15831000
FRAN;202677;USD;2011;FY;2012-01-31;2012-03-21;3505847;3577568;22501000;4936000;7094000;11940000;;;;;46471000;-16894000;;;-16858000;;-27568000;504000;-28083000;1530000
FRAN;202677;USD;2010;FY;2011-01-31;2011-09-07;3280771;3407553;16895000;2377000;-1859000;3607000;;;;;21020000;-16208000;;;-16208000;-100000000;93813000;504000;-6063000;-1251000
FRAN;202677;USD;2018;FY;2019-01-31;2019-05-03;2899257;2899257;-40941000;24532000;31128000;-5186000;;;;;9533000;-26199000;;;-26199000;;10000000;-3980000;5438000;-11228000
SNOW;203144;USD;2016;FY;2016-06-30;2016-09-08;43236000;43270000;43066000;60123000;-43745000;5737000;;;;;65181000;-46739000;;84038000;39400000;;-42286000;-50643000;-94569000;16486000
SNOW;203144;USD;2015;FY;2015-06-30;2015-09-09;45099000;45099000;-5099000;59076000;12007000;13153000;;;;;79137000;-38437000;;-45582000;-82604000;;48602000;0;45829000;34560000
SNOW;203144;USD;2014;FY;2014-06-30;2014-09-23;43132000;43132000;-189048000;55413000;168936000;7583000;;;;;42884000;-47411000;;-6275000;-53686000;;-25171000;0;7863000;-3755000
SNOW;203144;USD;2013;FY;2013-06-30;2014-03-17;41882000;41882000;-298194000;59582000;255931000;25854000;;;;;43173000;-30919000;;135086000;104167000;;-179113000;;-133683000;12867000
NAV;203261;USD;2015;FY;2015-10-31;2015-12-17;81600000;81600000;-151000000;281000000;25000000;-109000000;;;;;46000000;-180000000;360000000;8000000;316000000;;140000000;1000000;98000000;415000000
NAV;203261;USD;2014;FY;2014-10-31;2014-12-16;81400000;81400000;-579000000;332000000;216000000;-305000000;;;;;-336000000;-234000000;-236000000;14000000;-75000000;;165000000;19000000;179000000;-258000000
NAV;203261;USD;2013;FY;2013-10-31;2013-12-20;80400000;80400000;-844000000;417000000;-111000000;638000000;;;;;100000000;-574000000;-562000000;58000000;-810000000;;136000000;26000000;393000000;-332000000
NAV;203261;USD;2012;FY;2012-10-31;2012-12-19;69100000;69100000;-2962000000;323000000;1957000000;1292000000;;;;;610000000;-366000000;190000000;-53000000;-2000000;;-66000000;119000000;-63000000;548000000
NAV;203261;USD;2011;FY;2011-10-31;2011-12-20;72800000;76100000;1778000000;328000000;-1304000000;78000000;;;;;880000000;-494000000;-1562000000;-50000000;-823000000;;49000000;-85000000;-100000000;-46000000
NAV;203261;USD;2010;FY;2010-10-31;2010-12-22;71700000;73200000;267000000;316000000;224000000;300000000;;;;;1107000000;-271000000;-1876000000;-92000000;-434000000;;-1243000000;35000000;-1300000000;-627000000
NAV;203261;USD;2009;FY;2009-10-31;2010-09-08;71000000;71800000;345000000;344000000;172000000;377000000;;;;;1238000000;-191000000;-382000000;-94000000;-212000000;;-650000000;-16000000;-764000000;271000000
NAV;203261;USD;2017;FY;2017-10-31;2017-12-19;93000000;93500000;55000000;223000000;64000000;-233000000;;;;;109000000;-204000000;-352000000;8000000;-542000000;;78000000;268000000;338000000;-98000000
NAV;203261;USD;2016;FY;2016-10-31;2016-12-20;81700000;81700000;-65000000;225000000;80000000;27000000;;;;;267000000;-224000000;70000000;39000000;-67000000;;-326000000;0;-353000000;-108000000
NAV;203261;USD;2018;FY;2018-10-31;2018-12-18;98900000;99600000;368000000;211000000;118000000;-428000000;;;;;269000000;-334000000;209000000;-3000000;-59000000;;428000000;8000000;414000000;614000000
LUV;205563;USD;2017;FY;2017-12-31;2018-02-07;601000000;603000000;3488000000;1218000000;-1004000000;227000000;;;;;3929000000;-2249000000;;;-2408000000;-274000000;8000000;-1571000000;-1706000000;-185000000
LUV;205563;USD;2016;FY;2016-12-31;2016-10-31;627000000;633000000;2244000000;1221000000;646000000;182000000;;;;;4293000000;-2147000000;;;-2272000000;-222000000;-76000000;-1721000000;-1924000000;97000000
LUV;205563;USD;2015;FY;2015-12-31;2015-10-29;661000000;669000000;2181000000;1015000000;-1028000000;1070000000;;;;;3238000000;-2143000000;;;-1913000000;-180000000;287000000;-1134000000;-1024000000;301000000
LUV;205563;USD;2014;FY;2014-12-31;2014-10-29;687000000;696000000;1136000000;938000000;270000000;558000000;;;;;2902000000;-1828000000;;;-1727000000;-139000000;-261000000;-845000000;-1248000000;-73000000
LUV;205563;USD;2013;FY;2013-12-31;2013-10-30;710000000;718000000;754000000;867000000;176000000;680000000;;;;;2477000000;-1447000000;;;-1384000000;-71000000;-313000000;-444000000;-851000000;242000000
LUV;205563;USD;2012;FY;2012-12-31;2012-10-26;750000000;757000000;421000000;844000000;416000000;383000000;;;;;2064000000;-1348000000;;;-833000000;-22000000;-578000000;-373000000;-947000000;284000000
LUV;205563;USD;2011;FY;2011-12-31;2011-10-25;774000000;775000000;178000000;715000000;170000000;293000000;;;;;1356000000;-968000000;;-35000000;-1022000000;-14000000;-621000000;-205000000;-766000000;-432000000
LUV;205563;USD;2010;FY;2010-12-31;2010-10-28;746000000;747000000;459000000;628000000;162000000;312000000;;;;;1561000000;-493000000;;0;-1265000000;-13000000;-199000000;55000000;-149000000;147000000
LUV;205563;USD;2009;FY;2009-12-31;2009-10-23;741000000;741000000;99000000;616000000;117000000;153000000;;;;;985000000;-585000000;;0;-1569000000;-13000000;336000000;20000000;330000000;-254000000
LUV;205563;USD;2008;FY;2008-12-31;2009-04-29;735;739;178000000;599000000;-2282000000;-16000000;;;;;-1521000000;-923000000;;;-978000000;-13000000;1609000000;63000000;1654000000;-845000000
LUV;205563;USD;2018;FY;2018-12-31;2019-02-05;573000000;574000000;2465000000;1201000000;286000000;941000000;;;;;4893000000;-1976000000;;;-2038000000;-332000000;-342000000;-1965000000;-2496000000;359000000
VISI;207946;USD;2016;FY;2016-10-31;2017-01-12;20831000;20831000;-14570000;5969000;-357000;1347000;;;;;-7611000;19258000;-387000;-1446000;18840000;;11905000;74000;-11386000;-3802000
VISI;207946;USD;2015;FY;2015-10-31;2016-01-14;20816000;20816000;-19786000;6811000;15866000;40433000;;;;;43324000;-8087000;-645000;0;3008000;;29168000;-3731000;-34495000;3676000
VISI;207946;USD;2014;FY;2014-10-31;2015-01-20;20863000;20863000;-3387000;9323000;2115000;26371000;;;;;34422000;-2181000;-507000;0;20068000;;29161000;0;-39709000;-3118000
VISI;207946;USD;2013;FY;2013-10-31;2014-01-31;20826000;20826000;-12743000;11169000;11299000;-21995000;;;;;-12270000;-8915000;-1894000;;-4762000;;76165000;0;21247000;-13972000
VISI;207946;USD;2012;FY;2012-10-31;2013-11-15;20813000;20813000;-16035000;11819000;9041000;-30047000;;;;;-25222000;-4188000;-1696000;-1822000;-7177000;;-708000;;31746000;-18082000
VISI;207946;USD;2011;FY;2011-10-31;2013-11-15;20813000;20896000;15629000;19735000;-5549000;-58167000;;;;;-28352000;-14122000;-2943000;;-17970000;;-652000;;39411000;-6517000
VISI;207946;USD;2017;FY;2017-10-31;2018-01-12;20942000;21017000;28825000;8025000;-53109000;20828000;;;;;4569000;72162000;-380000;0;72666000;;30000000;2000;-48290000;30691000
VISI;207946;USD;2018;FY;2018-10-31;2019-01-09;21051000;21051000;-32685000;7209000;5190000;14790000;;;;;-5496000;-3546000;-443000;;-3234000;;124696000;0;-1740000;-12314000
OOMA;208053;USD;2016;FY;2017-01-31;2017-04-11;17490448;17490448;-12949000;2197000;9782000;1355000;;;;;385000;-1558000;;;-22969000;;-628000;1477000;-839000;-23423000
OOMA;208053;USD;2015;FY;2016-01-31;2016-04-13;10173095;10173095;-14052000;1803000;5210000;6569000;;;;;-470000;-2884000;;;-30962000;;-11620000;62242000;49712000;18280000
OOMA;208053;USD;2014;FY;2015-01-31;2015-09-11;2284241;2284241;-6410000;1202000;1432000;-291000;;;;;-4067000;-1186000;;-672000;-1858000;;8413000;281000;8694000;2769000
OOMA;208053;USD;2017;FY;2018-01-31;2018-04-02;18570128;18570128;-13121000;2271000;11056000;2967000;;;;;3173000;-2478000;;-1363000;-2155000;;;1918000;-525000;493000
OOMA;208053;USD;2018;FY;2019-01-31;2019-04-03;19799781;19799781;-14572000;3009000;9312000;-1675000;;;;;-3926000;-1921000;;-2402000;14853000;;;2886000;-40000;10887000
MCFT;208137;USD;2018;FY;2018-06-30;2018-09-07;18619793;18714531;39653000;5086000;855000;3803000;;;;;49397000;-5305000;;-80511000;-85720000;;41512000;;40194000;3871000
MCFT;208137;USD;2017;FY;2017-06-30;2017-09-08;18592885;18620708;19570000;3231000;6695000;-3264000;;;;;26232000;-4135000;;;-4135000;;-17991000;;-18132000;3965000
MCFT;208137;USD;2016;FY;2016-06-30;2016-09-09;17849319;18257007;10210000;3444000;16017000;1076000;;;;;30747000;-3817000;;;-3817000;-79945000;63925000;-4502000;-28024000;-1094000
MCFT;208137;USD;2015;FY;2015-06-30;2015-11-06;11139000;11862699;5534000;3278000;15118000;1324000;;;;;25254000;-3467000;;;-3477000;-44000000;11304000;;-33149000;-11372000
AVNW;208290;USD;2016;FY;2016-07-31;2016-09-09;5238000;5238000;-29637000;6648000;13729000;9134000;;;;;-126000;-1574000;;;-1796000;;0;13000;13000;-4256000
AVNW;208290;USD;2015;FY;2015-07-31;2015-10-01;5184000;5184000;-24554000;7622000;6698000;1262000;;;;;-8972000;-3693000;;;-3693000;;2860000;13000;2873000;-14038000
AVNW;208290;USD;2014;FY;2014-07-31;2014-12-22;5136000;5136000;-51100000;7519000;11035000;3294000;;;;;-29252000;-9414000;;;-9414000;;-2896000;98000;-2798000;-41210000
AVNW;208290;USD;2013;FY;2013-07-31;2013-09-23;4998000;4998000;-16700000;6600000;17900000;600000;;;;;8400000;-10400000;;;-10500000;;-4200000;300000;-3900000;-6000000
AVNW;208290;USD;2012;FY;2012-07-31;2012-09-04;4914700;4914700;-24100000;7200000;21400000;3900000;;;;;8400000;-5900000;;;-7400000;;6900000;100000;-1300000;-2200000
AVNW;208290;USD;2011;FY;2011-07-31;2011-11-09;4881380;4881380;-90500000;12000000;42000000;-5000000;;;;;-41500000;-4200000;;;-4200000;;1000000;200000;1200000;-43500000
AVNW;208290;USD;2017;FY;2017-07-31;2017-09-06;5292000;5292000;-621000;5840000;2547000;1639000;;;;;9405000;-4021000;;;-4038000;;0;21000;21000;5144000
AVNW;208290;USD;2018;FY;2018-07-31;2018-08-28;5336000;5647000;2302000;5199000;-376000;1084000;;;;;8209000;-6563000;;;-6299000;;-8000;20000;12000;1195000
AVNW;208290;USD;2019;FY;2019-07-31;2019-08-27;5377000;5618000;9738000;4468000;-6839000;-4423000;;;;;2944000;-5246000;;;-5246000;;0;-2281000;-2952000;-5563000
VALU;208845;USD;2016;FY;2016-04-30;2017-07-26;9721958;9721958;10367000;4623000;-17343000;-1325000;;;;;-3678000;9871000;-12894000;;4470000;-6616000;;-741000;-7357000;-6565000
VALU;208845;USD;2015;FY;2015-04-30;2016-07-15;9781495;9781495;7291000;3817000;-9481000;377000;;;;;2004000;-1962000;6352000;;12207000;-6167000;;-796000;-6963000;7248000
VALU;208845;USD;2014;FY;2014-04-30;2015-07-22;9813623;9813623;7292000;2715000;-8407000;-193000;;;;;1407000;-2544000;-599000;;4689000;-5888000;;-122000;-6010000;86000
VALU;208845;USD;2013;FY;2013-04-30;2014-07-21;9839155;9839155;6768000;2085000;-6468000;1102000;;;;;3487000;-2687000;-2553000;;1920000;-5909000;;-550000;-6459000;-1052000
VALU;208845;USD;2012;FY;2012-04-30;2013-07-26;9888774;9888774;6619000;1552000;-5182000;-1821000;;;;;1168000;-2788000;-2545000;;-253000;-5935000;;-182000;-6117000;-5202000
VALU;208845;USD;2011;FY;2011-04-30;2012-07-27;9921925;9921925;6925000;724000;-1591000;-3682000;;;;;2376000;-3431000;8817000;;11262000;-7452000;;-946000;-8398000;5240000
VALU;208845;USD;2010;FY;2010-04-30;2011-09-13;9980000;9980000;37782000;593000;-26367000;-1348000;;;;;10660000;-1907000;9351000;-5484000;3753000;-23956000;;-90000;-24046000;-9633000
VALU;208845;USD;2017;FY;2017-04-30;2018-07-26;9703255;9703255;14738000;1125000;-15634000;842000;;;;;1071000;-408000;-832000;;7596000;-8929000;;-354000;-9283000;-616000
VALU;208845;USD;2018;FY;2018-04-30;2019-07-26;9683771;9683771;11150000;367000;368000;-54000;;;;;11831000;-122000;-2850000;;-2260000;-7362000;;-608000;-9019000;552000
PPIH;209037;USD;2016;FY;2017-01-31;2014-04-15;7280000;7371000;-11678000;5521000;2079000;-153000;;;;;-4231000;2099000;;4934000;7033000;;-15039000;297000;-11760000;-9028000
PPIH;209037;USD;2015;FY;2016-01-31;2014-12-09;7251000;7324000;-4409000;5929000;-1944000;-2473000;;;;;-2897000;-4398000;;16373000;13865000;;-2366000;98000;-3025000;6731000
PPIH;209037;USD;2014;FY;2015-01-31;2013-12-09;7028000;7096000;21027000;5785000;-14965000;-5447000;;;;;6400000;-2745000;;15172000;12427000;;-10206000;1592000;-11739000;6361000
PPIH;209037;USD;2013;FY;2014-01-31;2012-12-07;6922000;6922000;-18485000;5806000;13227000;4799000;;;;;5347000;-5265000;;0;-6254000;;3760000;35000;3798000;2825000
PPIH;209037;USD;2012;FY;2013-01-31;2011-12-12;6878000;6878000;-4959000;5582000;-1725000;912000;;;;;-190000;-10068000;;;-10068000;;-1601000;210000;-1866000;-12509000
PPIH;209037;USD;2011;FY;2012-01-31;2011-09-14;6842;6850;4375000;6070000;-4148000;2417000;;;;;8714000;-3934000;;;-3934000;;2156000;45000;3369000;8651000
PPIH;209037;USD;2017;FY;2018-01-31;2014-04-15;7680000;7680000;-9976000;5031000;415000;2688000;;;;;-1842000;-2531000;;0;-2531000;;3466000;-214000;3598000;-380000
PPIH;209037;USD;2018;FY;2019-01-31;2019-04-16;7812000;7812000;-529000;4575000;1497000;-565000;;;;;4978000;-1361000;;;-1361000;;1377000;;1134000;4416000
PERF;209149;USD;2016;FY;2017-02-28;2015-12-15;15486957;15486957;-11671000;10784000;1642000;37355000;;;;;38110000;-8485000;;;-8485000;;-25575000;57000;-25518000;4107000
PERF;209149;USD;2015;FY;2016-02-29;2014-12-16;15425007;15487609;2647000;10326000;2580000;28965000;;;;;44518000;-12392000;;;-12392000;;-31305000;396000;-32146000;-20000
PERF;209149;USD;2014;FY;2015-02-28;2014-05-01;15355516;15355516;-12465000;11973000;3010000;-3989000;;;;;-1471000;-5500000;;;-5500000;;5996000;81000;6077000;-894000
PERF;209149;USD;2013;FY;2014-02-28;2013-05-03;13941075;13941075;-56013000;14251000;14076000;20318000;;;;;-7368000;-7088000;;-44949000;-52037000;;59942000;228000;60170000;765000
PERF;209149;USD;2012;FY;2013-02-28;2011-12-13;8967666;9028235;4131000;7713000;2663000;19415000;;;;;33922000;-4044000;;0;-4044000;;-29075000;16000;-29432000;446000
PERF;209149;USD;2011;FY;2012-02-29;2011-09-12;8966612000;8966612000;-3724000;8909000;6265000;-22533000;;;;;-11083000;-2978000;;;-2978000;;16675000;2000;13346000;-715000
CFI;209337;USD;2017;FY;2017-04-30;2018-07-13;12431000;12633000;20877000;8023000;62000;-1489000;;;;;27473000;-7999000;;;-15113000;-6843000;-3750000;111000;-12012000;433000
CFI;209337;USD;2016;FY;2016-04-30;2016-07-15;12312000;12518000;22334000;7329000;8007000;-3603000;;;;;34067000;-11717000;;;-43279000;-6280000;-1050000;37000;-7724000;-16992000
